Open,High,Low,Close,Volume,TLT R
118.7,119.18,118.44,118.91,4475902,0.00236028
118.84,119.59,118.68,119.49,5191200,0.004877639
119.78,119.79,118.88,119.19,4726190,-0.00251067
119.32,119.58,119.16,119.52,4471230,0.002768689
118.88,119.58,118.76,118.76,5792474,-0.006358768
119.9,119.95,119.06,119.38,5683570,0.005220613
119.57,120.16,119.52,120.1,3640144,0.006031161
119.67,120.27,119.55,120.2,4033915,0.000832639
120.37,121.27,120.31,121.2,6770006,0.008319468
121.64,121.87,121.47,121.53,4339146,0.002722772
122.13,122.67,122.13,122.49,4562187,0.007899284
122.68,122.81,121.46,121.5,7728556,-0.008082292
120.84,120.85,120.29,120.32,5757162,-0.009711934
120.3,120.8,120.13,120.79,4868551,0.00390625
120.75,121.8,120.62,121.8,4250485,0.008361619
121.57,121.6,120.52,121.09,8030737,-0.005829228
121.42,122.84,121.14,122.57,6021774,0.012222314
123.6,123.97,122.96,123.2,6639727,0.00513992
123.18,124.4,123.08,124.1,6439191,0.007305195
123.74,124.61,123.29,124.61,7863455,0.004109589
125.45,126.35,125.02,126.3,9317388,0.013562314
125.64,126.7,125.43,126.04,9387414,-0.002058591
127.36,127.72,126.36,127.6,7426434,0.012377023
126.91,127.19,125.7,126.45,11558786,-0.009012539
124.93,125.1,124.2,124.2,12758214,-0.017793594
124.58,125.95,124.44,125.87,7894461,0.013446055
125.45,126.19,125.32,126.04,4118783,0.0013506
125.45,125.6,123.49,123.54,7406146,-0.019834973
123.06,124.06,122.93,123.95,4871374,0.003318763
124.55,124.59,124.02,124.41,2921323,0.003711174
124.91,125.66,124.81,125.34,4070721,0.007475283
125.98,126.21,125.53,125.68,4372557,0.002712622
125.7,126.17,125.65,125.92,4993301,0.001909612
126.29,127.66,126.15,127.32,9431997,0.01111817
128.01,129.63,127.96,129.32,9789519,0.015708451
130.7,132.49,130.19,131.65,18331287,0.018017321
130.7,131.97,130.17,131.39,9762919,-0.001974934
130.36,130.37,129.42,129.65,8055253,-0.013243017
129.2,131.11,129.04,131.07,9398821,0.010952565
131,132.31,130.92,131.82,6658148,0.005722133
131.39,132.61,131.14,131.82,8260840,0
133.72,134.12,132.7,132.82,12324546,0.007586102
132.85,135.03,132.68,134.91,11454237,0.015735582
134.33,134.68,133.03,133.19,9390473,-0.01274924
134.13,135.11,134.07,134.96,7758724,0.013289286
135.2,135.59,132.96,133.4,9803896,-0.01155898
134,134.18,132.28,132.92,10200015,-0.003598201
134.3,135.12,134.15,134.77,7334591,0.013918146
134.84,135.19,134.05,134.36,5966478,-0.00304222
135.73,136.13,134.15,134.57,8079582,0.001562965
134.75,137.41,134.7,136.77,12230298,0.016348369
136.12,136.67,135.46,135.87,8881399,-0.00658039
137.71,138.5,137.18,138.28,14871221,0.017737543
136.7,137.92,136.66,137.48,13689942,-0.005785363
135.65,135.79,134.37,134.57,14008703,-0.021166715
133.49,134.99,133.12,134.8,11360416,0.001709148
134,134.23,133.11,133.32,8334585,-0.010979228
132.05,132.35,130.59,130.96,13685553,-0.01770177
131.97,131.98,130.75,130.75,8025546,-0.001603543
130.14,130.47,129.44,129.71,8290732,-0.007954111
129.7,130.27,128.96,129.95,6506362,0.001850281
129.66,130.54,129.45,129.52,12548329,-0.003308965
129.51,129.53,128.09,128.19,8325223,-0.010268684
127.8,127.93,125.92,126.26,14968830,-0.015055777
126.82,127.74,126.47,127.01,14009187,0.005940124
126.78,127.45,126.17,126.17,8584765,-0.006613652
127.05,128.01,126,126.54,12502546,0.002932551
127.19,128.17,127.16,127.99,7500542,0.011458827
127.65,129.79,127.18,129.67,11958343,0.013126025
129.46,130.39,129.08,130.23,8019820,0.004318655
129.7,130.3,128.4,128.45,11020500,-0.013668126
129.02,129.62,128.27,129.53,9225087,0.008407941
129,129.07,126.77,126.87,11323970,-0.020535783
126.89,127.37,126.38,126.41,8599004,-0.003625759
126.94,127.04,126.16,126.45,6478887,0.000316431
126.53,126.88,125.9,126.29,6044998,-0.001265322
124.67,124.83,122.97,123.5,20022904,-0.02209201
124.68,124.87,124.13,124.64,8889065,0.009230769
125.97,126.44,125.76,126.28,9277945,0.013157895
126.26,127.46,126.12,127.2,6663085,0.007285398
128.2,128.2,126.72,127.11,10295863,-0.000707547
126.76,127.59,126.49,126.72,7247189,-0.003068209
127.94,128.15,127.27,127.94,6374608,0.009627525
128.55,129.11,128.28,129,6313964,0.008285134
129.91,131.53,128.61,131.49,13981903,0.019302326
131.2,131.62,130.27,130.82,9543795,-0.005095445
131.22,131.7,131.14,131.51,5953751,0.005274423
131.7,131.75,130.99,131.35,5555506,-0.001216638
131.83,132.64,131.48,132.62,6713032,0.009668824
132.72,132.76,131.46,131.5,5635768,-0.008445182
131.05,131.14,129.18,129.45,9536292,-0.015589354
130.03,131.13,129.98,131.06,7907909,0.012437234
130.6,131,130.09,130.41,7010587,-0.004959561
130.24,130.96,129.91,130.69,6844288,0.002147075
131.33,132.48,131.3,132.13,9273941,0.011018441
131.93,131.97,130.61,130.73,6663396,-0.010595626
131.43,131.48,129.72,130,5923761,-0.005584028
130.23,131.22,129.85,131.09,4764948,0.008384615
131.02,131.36,130.02,131.13,5378896,0.000305134
130.87,130.92,129.13,129.43,6484206,-0.012964234
130.32,130.45,129.55,129.62,4842983,0.001467975
129.53,129.98,129.39,129.8,4010619,0.001388675
131.31,131.86,130.48,130.72,6075465,0.007087827
131.05,131.27,130.32,130.61,4425222,-0.000841493
130.83,130.86,129.41,129.96,7085505,-0.004976648
129.77,131.7,129.7,131.45,7268774,0.011465066
130.94,131.01,129.93,130.29,4949441,-0.008824648
130.23,130.45,129.56,129.7,4563763,-0.00452836
129.5,129.55,127.54,127.72,9707563,-0.015265998
127.8,128.85,127.61,128.27,6843409,0.004306295
128.64,129.43,128.59,129.07,4773030,0.006236844
129.07,129.5,128.37,129.07,4334926,0
128.17,128.74,127.26,127.29,7464325,-0.013790966
125.81,126.44,125.28,125.73,11554821,-0.01225548
125.04,126.17,124.51,125.95,12875959,0.001749781
124.73,125.04,123.69,124,12378465,-0.015482334
124.3,124.53,122.72,122.83,9144659,-0.009435484
122.86,123.03,121.69,122.66,13935494,-0.001384027
121.99,122.06,120.37,120.56,14355025,-0.017120496
121.43,122.57,121.35,122.18,11933674,0.013437293
123.38,123.55,122.31,122.51,11716437,0.002700933
121.62,121.65,119.5,119.53,13738591,-0.024324545
119.14,120.63,118.82,119.84,15861707,0.002593491
120.65,120.72,118.64,118.88,15759976,-0.008010681
118.92,119.83,118.69,119.2,9128441,0.00269179
120.38,121.91,120.29,121.59,12630621,0.020050336
120.32,120.43,119.47,119.55,10208341,-0.016777696
118.27,119.84,118.13,118.49,8435326,-0.008866583
118.77,119.45,118.18,118.69,7789665,0.001687906
119.58,120.61,119.45,120.35,11760652,0.013986014
120.65,120.75,119.8,120.4,5417933,0.000415455
120.84,122.55,120.74,122.46,10469658,0.017109635
122.18,122.86,121.61,122.74,6490255,0.002286461
122.5,123.03,122.22,122.44,6237616,-0.002444191
123.23,123.57,122.51,122.71,7911982,0.002205162
122.11,122.38,120.69,121.13,13108065,-0.012875886
120.17,120.26,119.11,119.44,10076179,-0.013951952
118.39,118.6,117.2,117.52,14810887,-0.016075017
118.26,119.29,118.14,119.05,10859277,0.013019061
117.84,118.57,117.38,117.6,11200153,-0.012179756
117.96,118.16,117.37,117.47,5333972,-0.001105442
117.06,117.13,116.11,116.54,12393893,-0.007916915
115.92,116.13,115.26,115.52,12183562,-0.00875236
116.56,117.97,116.24,117.95,13849269,0.021035319
117.59,119.07,117.55,117.95,7863117,0
118.89,119.06,117.74,118.14,8194180,0.001610852
118.61,119.08,117.94,119.07,7046378,0.007872016
118.5,118.63,117.25,118.15,13626103,-0.007726547
117.37,117.74,116.75,117.57,10123276,-0.004909014
118.51,119.19,118.49,119.08,10439248,0.012843412
117.84,118.14,116.59,116.65,9768973,-0.020406449
115.73,116.96,115.69,115.95,8945108,-0.006000857
116.51,117.17,116.16,116.95,8600392,0.008624407
116.59,117.08,116.19,116.54,8287821,-0.003505772
115.67,115.87,114.88,115.23,11672979,-0.011240776
116.96,118.67,116.46,118.28,17132910,0.026468802
117.4,118.7,117.33,117.46,13469011,-0.006932702
115.82,116.36,115.43,115.62,12451476,-0.015664907
116.32,116.66,115.88,116,6682132,0.003286629
118.05,118.65,117.06,118.15,10605806,0.018534483
119.66,120.49,118.95,119.26,16160105,0.009394837
120.02,120.57,119.5,120.29,9951815,0.008636592
118.7,119.12,117.85,117.92,11108879,-0.019702386
116.04,116.72,115.76,116.05,13636624,-0.015858209
115.39,116.46,115.39,115.69,8006723,-0.003102111
116.02,116.27,115.66,116.07,4227782,0.00328464
116.11,117.55,116.04,117.3,8720406,0.010597054
116.89,118.16,116.87,118.11,7306517,0.006905371
118.37,118.89,118.36,118.72,7404940,0.005164677
118.29,118.65,117.9,118.22,5940984,-0.00421159
117.68,118.93,117.66,118.86,5627455,0.005413636
119.01,119.9,118.95,119.6,6228919,0.006225812
119.6,121.2,119.45,121.09,9087712,0.012458194
121.5,121.55,120.92,121.39,7307882,0.002477496
122.19,122.29,121.48,122.04,8171957,0.005354642
121.16,121.57,120.9,121.15,9128181,-0.007292691
121.02,121.17,120.42,120.7,6706432,-0.003714404
121.21,121.94,121.15,121.63,6146626,0.007705054
122.44,122.9,122.06,122.53,9178422,0.00739949
122.32,123.75,122.32,123.55,11753736,0.008324492
123.16,123.32,122.46,122.57,6448757,-0.007932011
121.77,121.91,121.19,121.65,7574389,-0.007505915
122,122.87,122,122.73,6118061,0.008877928
123.3,124.5,123.24,124.34,8316980,0.013118227
123.41,123.57,122.52,122.8,7461656,-0.012385395
124.3,125.13,124.16,124.75,11145702,0.015879479
124.93,125.71,124,124.07,8455249,-0.005450902
123.83,124.42,123.22,123.67,7691434,-0.003223986
123.47,124.37,123.2,123.96,4324742,0.00234495
124.71,125.1,124.39,124.52,7880324,0.004517586
123.8,124.29,123.38,123.54,5024294,-0.007870222
123.06,124.93,122.99,124.76,10735974,0.009875344
125.37,126.1,125.18,126.02,9078313,0.010099391
126.16,126.74,125.59,126.4,10718318,0.003015394
128.31,128.92,125.82,126.36,16663414,-0.000316456
124.55,124.79,123.56,124.33,15354785,-0.016065211
123,123.51,121.36,121.93,16429934,-0.019303467
121.82,122.87,121.65,122,9126952,0.0005741
123.15,123.47,122.23,122.36,9946158,0.00295082
123.36,123.47,121.34,121.42,8617562,-0.007682249
121.64,122.09,120.98,122.03,15298248,0.005023884
121.42,121.98,120.86,120.98,9515229,-0.008604442
121.38,121.67,120.71,121.57,7042492,0.004876839
122.45,122.93,121.82,122.68,7951303,0.009130542
121.38,121.56,120.76,120.87,7049499,-0.014753831
119.63,121.71,119.56,121.45,7441863,0.004798544
121.02,121.19,120.45,120.63,6789671,-0.00675175
121.47,122.08,121.33,121.39,5890921,0.006300257
121.95,122.15,121.28,121.58,4221733,0.001565203
120.89,121.05,119.12,119.25,11894974,-0.019164336
118.96,119.44,118.55,118.8,6949781,-0.003773585
118.88,120.37,118.73,120.25,19843582,0.012205387
121.21,122.2,121.13,122.1,14963338,0.015384615
121.01,121.11,119.78,120.11,10085551,-0.016298116
121.44,122.39,121.14,121.78,9968204,0.013903921
121.62,122.07,120.99,121.77,6769859,-8.21153E-05
123.17,123.68,122.49,122.6,9605760,0.006816129
121.65,121.93,121.27,121.54,8383733,-0.008646003
122.2,123.77,122.2,123.62,9833354,0.017113707
123.54,124.29,123.25,123.97,9006123,0.002831257
123.41,123.8,123.12,123.54,9832571,-0.003468581
124.08,124.52,123.66,123.81,9069447,0.002185527
125.59,126.21,124.18,124.56,13000403,0.006057669
123.72,123.83,122.78,122.87,11362675,-0.013567759
122.55,123.6,122.41,123.4,5687786,0.004313502
122.81,123.33,122.51,122.99,6712790,-0.003322528
123.29,123.37,121.66,121.96,12882333,-0.008374665
121.97,122.64,121.9,122.28,9038104,0.002623811
123.03,123.43,122.91,123.21,4241027,0.007605496
123.53,123.6,122.8,123.42,6147248,0.001704407
123.7,124.55,123.3,124.5,9738108,0.008750608
124.31,124.46,123.78,123.89,6924268,-0.004899598
124.25,124.47,123.87,123.93,8048318,0.000322867
123.79,123.97,122.91,123.59,6238361,-0.002743484
122.8,122.97,122.55,122.83,6431302,-0.006149365
123.61,124.22,123.47,124.05,6603844,0.009932427
124.1,124.78,123.51,124.26,6934112,0.001692866
123.1,123.46,122.85,123.2,7058213,-0.008530501
123.87,124.2,123.81,124.02,5859785,0.006655844
124.51,124.9,124.16,124.33,7156769,0.002499597
124.27,124.34,123.3,123.83,8468672,-0.004021556
123.18,123.22,121.7,121.86,12107974,-0.015908907
122.24,122.81,122.02,122.78,11861389,0.007549647
121.78,122.18,121.68,121.95,8751010,-0.006760059
121.65,121.74,120.79,120.95,8921581,-0.008200082
121.1,121.54,120.7,121.09,5980819,0.001157503
121.05,121.06,120.3,120.77,7268407,-0.002642662
119.49,119.53,118.74,119,10604737,-0.014655958
118.07,118.9,118,118.33,9159480,-0.005630252
118.5,119.21,118.38,118.68,6712535,0.00295783
118.35,118.58,118.27,118.43,2857898,-0.002106505
118.75,119.44,118.7,119,6805727,0.00481297
119.32,119.9,119.22,119.68,7906585,0.005714286
119.79,120,119.13,119.57,5485337,-0.000919118
119,120.13,118.66,119.77,5122919,0.00167266
119.58,120.19,119.36,120.02,5233883,0.002087334
120.88,121.15,120.68,120.82,6643031,0.006665556
120.93,121.04,120.28,120.45,5971025,-0.003062407
120.53,121.12,120.32,120.82,5436264,0.003071814
120.9,121.2,120.58,120.81,3371479,-8.27678E-05
121.17,121.42,120.95,121.09,3280898,0.002317689
121.25,121.32,120.96,120.97,2570644,-0.000990998
121.1,121.53,121.06,121.45,5179764,0.003967926
121.26,122.85,121.26,122.83,12766590,0.011362701
122.66,123.04,122.19,122.87,7345805,0.000325653
121.36,121.4,118.99,119.53,16612180,-0.027183202
119.53,120.93,119.47,120.58,11843829,0.008784406
120.81,122.46,120.8,121.75,9016691,0.009703102
122.28,122.43,121.45,121.81,7257521,0.000492813
121.35,122.15,120.51,121.68,8993896,-0.001067236
121.79,122.03,121.49,121.84,5606896,0.001314924
123.03,124.1,122.87,123.76,12300038,0.015758372
123.08,123.15,121.75,122.16,10661052,-0.012928248
121.02,121.6,120.83,121.44,8795455,-0.00589391
121.07,122.17,120.5,121.18,10988572,-0.002140975
121.78,122.78,121.64,122.55,9922991,0.011305496
123.08,123.52,122.82,123.23,10171700,0.005548756
123.43,123.78,122.92,123.2,7494943,-0.000243447
122.65,122.8,121.99,122.31,5445763,-0.007224026
121.23,121.61,120.87,121.39,7287134,-0.007521871
121.47,121.87,121.4,121.83,3364567,0.003624681
121.99,122.67,121.85,122.19,7586564,0.002954937
121.69,121.74,120.01,120.16,7787496,-0.016613471
119.92,120.54,119.67,120.04,5508875,-0.000998668
120.57,120.86,120.25,120.58,7897690,0.0044985
121.93,122.45,121.32,121.45,10591941,0.007215127
120.88,121.5,120.66,120.96,6242567,-0.004034582
122.3,122.62,122.05,122.59,8916942,0.013475529
122.68,122.93,121.79,122.81,10202158,0.0017946
122.43,123.47,122.23,123.36,9577237,0.004478463
122.04,122.79,121.86,122.01,10040254,-0.01094358
122.34,124.32,122.15,123.77,12897720,0.014425047
123.53,125.5,123.27,124.99,15577552,0.009856993
124.47,124.97,123.34,123.82,12873776,-0.009360749
125.4,125.96,125.08,125.75,13976332,0.015587143
125.13,126.07,124.95,125.36,8926594,-0.003101392
126.98,127.92,126.42,126.68,17283292,0.010529675
126.94,127.29,125.67,125.82,11001621,-0.006788759
124.91,125.53,124.52,125.34,10164328,-0.003814974
125.95,126.27,125.65,126.02,5738192,0.005425243
125.99,126.46,125.75,126.08,5692621,0.000476115
125.75,126.29,125.19,126.05,7957753,-0.000237944
125.54,126.41,125.46,126.23,10575351,0.001428005
127.41,127.86,126.92,127.3,13170724,0.00847659
126.79,127.07,126.29,126.67,9948356,-0.00494894
126.79,127.07,126.29,126.67,9948356,0
128.28,129.94,127.92,127.95,13308995,0.010104997
128.22,128.59,127.51,128.57,9953521,0.004845643
127.89,129,127.59,128.72,9200847,0.00116668
129.72,131.63,129.68,131.49,14452163,0.021519577
132.04,132.06,130.96,131.63,15232056,0.00106472
131.7,132.84,131.11,132.79,12797068,0.008812581
134.44,135.25,133.01,133.72,21620249,0.007003539
132.64,133.13,130.93,131.5,13888427,-0.016601855
130.72,130.75,129.81,130.11,11766006,-0.010570342
129.64,129.83,128.71,129.31,13157299,-0.006148643
129.41,131,129.36,130.9,10196700,0.012296033
130.94,131.82,130.73,131.01,8188740,0.000840336
131.1,131.11,130.7,130.94,5054326,-0.00053431
129.88,131.74,129.78,131.47,8320727,0.004047655
132.4,133.39,130.95,131.21,9091189,-0.001977637
131.48,132.56,131.32,131.68,6097222,0.003582044
130.31,130.81,130.04,130.41,9244954,-0.009644593
130.47,131.17,130.42,130.98,8016109,0.00437083
130.82,130.85,128.32,128.43,13729116,-0.019468621
128.32,128.97,128.21,128.96,7047705,0.004126762
129.07,129.94,128.77,129.43,6395336,0.003644541
128.75,129.13,127.76,128.6,8687010,-0.006412733
128.45,128.67,128.05,128.56,5493336,-0.000311042
130.35,130.99,129.95,129.98,7175371,0.011045426
129.08,129.69,128.81,129.19,7194693,-0.006077858
129.5,129.84,127.92,128.66,10092026,-0.004102485
128.82,128.88,127.21,127.36,8927006,-0.01010415
127.82,128.39,127.66,127.76,5176989,0.003140704
128.5,128.66,127.61,127.88,6413224,0.000939261
127.75,128.52,127.37,128.26,9728881,0.002971536
128.51,129.17,128.49,128.79,1351161,0.004132231
129.04,129.51,128.7,129.06,8198622,0.002096436
128.25,128.62,127.75,128.07,5514849,-0.007670851
128.83,129.02,127.92,128.04,4997933,-0.000234247
128.41,129.82,128.29,129.49,10628207,0.011324586
130.58,130.64,129,129.54,6343287,0.00038613
129.38,130.16,129.28,129.71,5058676,0.001312336
130.38,131.09,130.02,131.07,9396659,0.010484928
130.03,130.07,128.98,129.69,8478718,-0.010528725
129.98,130.81,129.79,130.61,7832575,0.007093839
130.98,131.13,129.9,130.68,9341350,0.000535947
130.79,130.97,130.27,130.76,5145057,0.000612182
132.01,132.36,131.78,132.19,6482810,0.010936066
131.53,131.67,130.74,131.23,6393875,-0.007262274
132.19,132.99,132.01,132.85,5963282,0.012344738
132.17,132.4,131.64,132.01,5585183,-0.006322921
131.32,132.18,131.11,131.84,4805494,-0.001287781
131.08,131.55,130.53,130.93,4276037,-0.006902306
130.69,131.58,130.52,131.39,5207859,0.003513328
130.91,131.31,130.49,130.76,6966979,-0.004794885
131.29,132.16,131.25,131.88,5831142,0.00856531
131.33,131.44,130.66,131.31,4486643,-0.004322111
131.08,131.31,130.29,130.9,5212335,-0.003122382
131.16,131.65,129.27,129.46,10920713,-0.011000764
128.44,129.07,128.29,128.69,11154216,-0.005947783
128.85,128.91,128.24,128.36,5826383,-0.002564302
128.06,128.52,127.83,127.83,5539464,-0.004129012
127.76,127.76,127.12,127.25,7839962,-0.004537276
127.92,128.82,127.62,128.52,8380065,0.009980354
128.21,129.14,128.04,129.05,7974606,0.004123872
128.45,129.71,128.2,129.38,7416314,0.002557148
128.66,128.9,127.8,127.82,11035175,-0.012057505
129.55,130.02,129.35,129.43,10736651,0.012595838
129.68,130.17,129.19,130.14,7211166,0.005485591
130.06,131.07,129.7,131.01,7870447,0.006685108
130.85,130.86,130.29,130.45,7232476,-0.004274483
130.46,130.89,130.32,130.86,4950805,0.003142967
130.85,131.12,130.65,130.87,4331861,7.64175E-05
130.83,132,130.66,131.61,9256048,0.005654466
130.66,131.17,130.59,131.01,6087364,-0.004558924
131.48,132.32,131.23,132.28,8707286,0.009693916
131.64,131.66,130.98,131.14,5137039,-0.008618083
131.21,131.83,131.21,131.36,4449130,0.001677596
130.81,130.85,128.91,129.49,12680973,-0.014235688
129.68,130.33,129.65,130.05,6209379,0.004324658
129.65,130.4,129.55,130.15,5348879,0.000768935
130.36,130.73,129.92,130.44,6979730,0.002228198
129.97,130.19,129.24,129.86,5968275,-0.004446489
129.83,130.25,129.31,129.37,6367396,-0.003773294
129.81,130.45,129.8,130.04,5419303,0.005178944
130.07,130.26,129.7,129.85,5267595,-0.001461089
129.02,130.44,128.98,130.16,8344257,0.00238737
130.63,131.27,130.11,130.42,9874878,0.001997541
130.9,131.69,130.87,131.36,5835531,0.007207484
132.86,133.23,132.6,133.23,11077213,0.014235688
132.78,132.89,132.1,132.24,7573732,-0.007430759
132.64,132.98,132.54,132.56,4680203,0.002419843
132.87,133.43,132.71,133.27,5313151,0.005356065
134.32,134.54,133.93,134.13,6820290,0.006453065
134.79,135.33,134.26,134.78,6984577,0.004846045
135.09,135.39,134.77,135.38,7688936,0.004451699
136.19,136.22,135.22,135.28,9012488,-0.000738662
135.52,136.23,135.31,135.8,7953205,0.003843879
136.74,137.56,136.18,136.46,10372653,0.004860088
136.2,136.27,135.26,135.61,8489852,-0.006228932
134.24,134.55,134.01,134.16,7365885,-0.010692427
134.29,134.58,133.46,133.54,6005848,-0.004621348
133.5,133.99,133.25,133.76,5773676,0.001647446
132.61,133.32,132.08,132.23,9029115,-0.011438397
136.61,136.61,135.3,135.78,17155023,0.02684716
138.44,139.59,138.4,139.17,17573865,0.024966858
139.44,139.9,138.88,139.46,14006412,0.002083782
139.68,140.13,138.26,138.39,12999793,-0.007672451
138.81,139.94,138.09,138.9,14698513,0.003685237
140.81,140.82,139.19,140.57,15430178,0.012023038
141.85,142.91,141.7,142.33,8840774,0.012520452
142.79,143,141.96,142.56,14352847,0.001615963
142.09,143.19,141.78,142.55,9676415,-7.01459E-05
142.92,143.62,142.36,143.6,10355253,0.007365837
143.05,143.47,142.24,142.34,8099048,-0.008774373
140.42,140.86,139.64,140,15810639,-0.016439511
141.37,141.77,140.95,141.65,8181672,0.011785714
139.28,139.84,139.09,139.59,10817019,-0.014542887
138.89,139.11,138.18,138.39,9958624,-0.008596604
139.07,139.26,137.73,138.26,5955878,-0.000939374
138.94,139.31,138.4,139.04,8073906,0.005641545
138.23,138.51,137.91,138.28,6942471,-0.005466053
137.04,138.62,136.99,138.56,10398437,0.002024877
137.93,139.24,137.87,138.8,5811415,0.001732102
138.94,139.26,138.59,138.7,4243800,-0.000720461
139.52,139.52,138.46,138.92,5243406,0.001586157
139.55,140.65,139.4,140.65,8508125,0.01245321
139.8,140.84,139.71,140.39,7336072,-0.00184856
140.45,141.68,140.22,141.56,8766743,0.008333927
139.78,140.5,139.61,139.77,9809348,-0.012644815
137.83,139.26,137.5,138.33,10051207,-0.01030264
138.6,138.78,137.91,138.41,4930593,0.000578327
139.46,140.16,139.27,139.45,5645951,0.007513908
139.05,139.18,137.82,138,7778635,-0.010397992
137.6,138.54,137.32,138.26,5185234,0.001884058
138.71,139.72,138.62,139.62,5503166,0.00983654
139.9,140.51,139.47,140.16,5843487,0.003867641
140.06,140.08,138.54,138.91,7624622,-0.008918379
140.41,140.86,139.87,140.08,7989640,0.00842272
139.34,139.63,138.75,138.76,5108563,-0.009423187
138.98,139.15,138.23,138.39,6182739,-0.002666474
138.63,139.44,138.5,139.22,5001992,0.005997543
139.2,139.76,138.79,139.44,3805233,0.001580233
138.64,139.05,138.1,138.71,5516269,-0.005235227
139.65,140.14,139.37,139.88,5549684,0.008434864
140.27,140.59,139.67,140.03,6841393,0.001072348
140.1,140.19,139.39,139.7,6027834,-0.002356638
139.26,139.78,138.96,139.17,5855464,-0.003793844
139.73,140.69,138.22,138.36,12962524,-0.00582022
139.38,140.35,139.21,140.21,7310409,0.013370916
140.17,140.26,139.67,139.67,5161769,-0.003851366
139.66,140.17,139.34,139.87,7349658,0.001431947
138.62,140.1,138.57,139.77,9149133,-0.00071495
138.96,139.05,138.17,138.63,8396973,-0.008156257
138.71,140.08,138.51,139.64,8542625,0.00728558
140.37,140.42,139.54,139.54,5421827,-0.000716127
138.86,139.27,137.26,137.79,14301465,-0.012541207
136.07,136.12,135.41,135.52,13347664,-0.016474345
135.32,135.83,135.16,135.59,9096573,0.000516529
135.87,136,133.36,134.05,15645423,-0.01135777
134.05,134.91,134.05,134.25,7037670,0.001491981
133.61,134.05,133.03,133.67,10234190,-0.004320298
134.58,134.81,134.22,134.75,7507901,0.008079599
134.52,134.87,134.25,134.31,7105887,-0.003265306
135.15,135.58,134.67,134.78,6054765,0.003499367
134.6,135.89,134.18,135.87,10698125,0.008087253
136.67,137.29,136.5,136.95,12426243,0.007948775
137.03,137.34,136.71,136.82,5928833,-0.000949252
137.07,137.83,137.02,137.69,8661318,0.006358719
138.59,138.8,137.95,138.7,9450445,0.007335318
138.5,139.15,138.22,138.4,7958732,-0.002162942
137.56,139.07,137.45,138.75,8319793,0.002528902
138.55,138.64,136.87,137.51,11747119,-0.008936937
137.68,137.77,136.76,136.81,7588816,-0.005090539
136.62,136.84,135.16,135.21,12048727,-0.011695052
135.02,135.08,134.12,134.58,8917655,-0.004659419
133.97,134.69,133.68,133.83,7839909,-0.005572893
133.93,134.29,133.09,133.92,9953220,0.000672495
132.85,133.16,132.51,133.13,6089117,-0.005899044
132.86,133.55,132.57,132.83,9670399,-0.002253436
132.67,133.02,132.24,132.96,7582449,0.000978695
133.64,133.93,133.37,133.46,7080582,0.003760529
132.27,132.95,131.53,131.59,11415109,-0.014011689
132.1,132.74,132.09,132.43,10595886,0.006383464
131.86,132.89,131.83,132.86,7151001,0.003246998
132.37,133.27,132.32,132.97,6941279,0.000827939
133.64,133.75,132.9,133.11,6082274,0.001052869
133.52,133.72,132.87,133.31,9222747,0.001502517
133.41,133.45,132.29,132.73,6507489,-0.004350761
132.53,133.56,132.49,133.08,5134728,0.002636932
132.46,132.8,131.99,132.18,5842548,-0.006762849
131.07,131.07,130.06,130.74,10044665,-0.010894235
130.39,130.93,130.33,130.45,7540950,-0.002218143
130.89,131.29,130.71,131.25,7047470,0.006132618
130.16,131.6,129.88,131.01,12622367,-0.001828571
131.3,132.11,131.03,131.58,8666228,0.004350813
130.75,131.05,130.44,130.57,6085408,-0.007675939
131.27,131.79,131.13,131.74,7622582,0.008960711
130.75,131,130.44,130.62,5386725,-0.008501594
131.02,131.21,129.71,130.09,7576518,-0.004057572
127.22,127.37,124.22,124.57,31233486,-0.042432162
123.97,124.96,122.72,122.73,22961169,-0.014770812
122.96,123.05,121.65,122.04,10040165,-0.005622097
121.28,122.66,120.73,121.31,21174373,-0.005981645
122.22,122.81,121.78,121.91,11963704,0.004946006
122.3,123.14,122.17,123.01,9149498,0.00902305
121.95,122.11,120.99,121.2,11221604,-0.014714251
121.63,121.97,120.34,120.85,13577732,-0.002887789
121.21,121.48,120.89,121.15,6488066,0.002482416
121.66,121.76,120.88,121.11,9989917,-0.000330169
119.99,120.91,119.25,120.64,13563514,-0.00388077
121.19,121.29,120.4,120.82,3126273,0.001492042
121.41,121.73,121.09,121.71,8554998,0.00736633
121.44,122.4,121.21,122.22,8363000,0.004190288
119.97,121.01,119.48,120.24,21163537,-0.016200295
118.51,118.99,117.64,118.73,21715714,-0.012558217
119.17,120.21,119.14,119.6,12487458,0.00732755
118.93,120.4,118.45,119.47,12100125,-0.001086957
119.7,119.94,119.12,119.38,11526642,-0.000753327
119.82,120.62,119.82,120.4,10392180,0.008544145
119.15,119.31,118.78,118.98,12041139,-0.01179402
118.64,118.86,117.28,117.5,14646449,-0.012439065
117.27,117.8,116.88,117.72,9496347,0.00187234
118.4,118.49,117.44,118.14,12189195,0.003567788
119.08,119.21,116.8,116.82,16618386,-0.011173184
117.56,118.29,117.03,117.41,12400456,0.005050505
117.61,117.92,116.8,117.14,14924640,-0.002299634
117.98,118.58,117.74,118.4,10868274,0.01075636
117.63,117.9,117.38,117.81,7030613,-0.004983108
117.92,118.4,117.73,118.33,4624709,0.004413887
